group_id,time_bin,focal_stance_revealed,stance_in_this_window,initial_alignment,post_stance_differences,time_seconds,matchedQuestion,matchedDomain,matchedTolerance,stance,pct_expect_commonality,post_stance_shared_reality,post_stance_shared_reality_agree_count,post_stance_shared_reality_confidence,post_stance_topic_scope,post_stance_topic_scope_agree_count,post_stance_topic_scope_confidence,post_stance_inner_state_dimension,post_stance_inner_state_dimension_agree_count,post_stance_inner_state_dimension_confidence,conversational_goal,conversational_goal_agree_count,conversational_goal_confidence
crucial-violet,5,True,False,agreement,False,90,Do you go out on weekdays?,arbitrary,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
crucial-violet,7,True,False,agreement,False,120,Do you go out on weekdays?,arbitrary,0,shared,1.0,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,3,unanimous,sharing_experience,2,majority
crucial-violet,10,True,False,agreement,False,165,Do you go out on weekdays?,arbitrary,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
cuddly-coral,0,False,False,not_discussed,False,15,Are you a parent or caregiver?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
cuddly-coral,1,True,True,disagreement,True,30,Are you a parent or caregiver?,identity,4,opposing,0.5,False,3,unanimous,rapport_only,2,majority,none,3,unanimous,stance_sharing,3,unanimous
cuddly-coral,4,True,False,disagreement,False,75,Are you a parent or caregiver?,identity,4,opposing,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,3,unanimous,sharing_experience,3,unanimous
cuddly-coral,5,True,False,disagreement,False,90,Are you a parent or caregiver?,identity,4,opposing,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,2,majority,finding_commonality,3,unanimous
cuddly-coral,8,True,False,unclear,False,135,Are you a parent or caregiver?,identity,4,opposing,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_feelings,3,unanimous,exploring_nuance,3,unanimous
cuddly-coral,10,True,False,disagreement,False,165,Are you a parent or caregiver?,identity,4,opposing,0.5,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
cuddly-coral,11,True,False,unclear,False,180,Are you a parent or caregiver?,identity,4,opposing,0.5,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
cultural-tomato,0,False,False,not_discussed,False,15,Do you believe in God or a higher power?,religion,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
cultural-tomato,1,False,False,not_discussed,False,30,Do you believe in God or a higher power?,religion,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
cultural-tomato,4,True,True,agreement,False,75,Do you believe in God or a higher power?,religion,0,shared,0.5,True,3,unanimous,same_values,3,unanimous,shared_beliefs,3,unanimous,stance_sharing,3,unanimous
cultural-tomato,7,True,False,agreement,False,120,Do you believe in God or a higher power?,religion,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
cultural-tomato,8,True,False,agreement,False,135,Do you believe in God or a higher power?,religion,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,2,majority
cultural-tomato,9,True,False,agreement,False,150,Do you believe in God or a higher power?,religion,0,shared,0.5,True,2,majority,same_values,2,majority,shared_beliefs,2,majority,stance_sharing,3,unanimous
cultural-tomato,10,True,False,agreement,False,165,Do you believe in God or a higher power?,religion,0,shared,0.5,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,exploring_nuance,3,unanimous
cultural-tomato,11,True,False,agreement,False,180,Do you believe in God or a higher power?,religion,0,shared,0.5,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,exploring_nuance,2,majority
curly-amber,0,False,False,not_discussed,False,15,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
curly-amber,1,False,False,not_discussed,False,30,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
curly-amber,2,True,True,disagreement,True,45,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
curly-amber,3,True,False,disagreement,False,60,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
curly-amber,4,True,False,disagreement,False,75,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
curly-amber,5,True,False,disagreement,False,90,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
curly-amber,6,True,False,disagreement,False,105,Are you a parent or caregiver?,identity,4,opposing,0.0,True,3,unanimous,related_subtopic,3,unanimous,shared_feelings,3,unanimous,finding_commonality,3,unanimous
curly-amber,7,True,False,disagreement,False,120,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
curly-amber,8,True,False,disagreement,False,135,Are you a parent or caregiver?,identity,4,opposing,0.0,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,3,unanimous,finding_commonality,3,unanimous
curly-amber,10,True,False,disagreement,False,165,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
curly-amber,11,True,False,disagreement,False,180,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
current-cyan,1,False,False,not_discussed,False,30,Do you eat breakfast?,arbitrary,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
current-cyan,2,True,True,disagreement,True,45,Do you eat breakfast?,arbitrary,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
current-cyan,3,True,False,disagreement,False,60,Do you eat breakfast?,arbitrary,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
current-cyan,4,True,False,disagreement,False,75,Do you eat breakfast?,arbitrary,3,opposing,0.5,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
current-cyan,5,True,False,disagreement,False,90,Do you eat breakfast?,arbitrary,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
current-cyan,6,True,False,disagreement,False,105,Do you eat breakfast?,arbitrary,3,opposing,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,3,unanimous,finding_commonality,3,unanimous
current-cyan,7,True,False,disagreement,False,120,Do you eat breakfast?,arbitrary,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
current-cyan,8,True,False,disagreement,True,135,Do you eat breakfast?,arbitrary,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
current-cyan,9,True,False,disagreement,False,150,Do you eat breakfast?,arbitrary,3,opposing,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,3,unanimous,finding_commonality,3,unanimous
current-cyan,10,True,False,disagreement,False,165,Do you eat breakfast?,arbitrary,3,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,2,majority
current-cyan,11,True,False,disagreement,True,180,Do you eat breakfast?,arbitrary,3,opposing,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,3,unanimous,finding_commonality,3,unanimous
deaf-gray,0,False,False,not_discussed,False,15,Are you a spiritual person?,religion,1,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
deaf-gray,1,False,False,unclear,False,30,Are you a spiritual person?,religion,1,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,2,majority
deaf-gray,3,True,True,agreement,False,60,Are you a spiritual person?,religion,1,shared,0.5,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,stance_sharing,3,unanimous
deaf-gray,5,True,False,agreement,False,90,Are you a spiritual person?,religion,1,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
deaf-gray,6,True,False,agreement,False,105,Are you a spiritual person?,religion,1,shared,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,3,unanimous,exploring_nuance,3,unanimous
deaf-gray,7,True,False,agreement,False,120,Are you a spiritual person?,religion,1,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
deaf-gray,9,True,False,agreement,False,150,Are you a spiritual person?,religion,1,shared,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,3,unanimous,exploring_nuance,3,unanimous
deaf-gray,10,True,False,agreement,True,165,Are you a spiritual person?,religion,1,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
deaf-gray,12,True,False,agreement,False,195,Are you a spiritual person?,religion,1,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
delighted-lavender,1,False,False,unclear,False,30,Do you identify as heterosexual?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
delighted-lavender,2,True,True,disagreement,True,45,Do you identify as heterosexual?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
delighted-lavender,4,True,False,disagreement,False,75,Do you identify as heterosexual?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
delighted-lavender,5,True,False,disagreement,False,90,Do you identify as heterosexual?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
delighted-lavender,7,True,False,disagreement,False,120,Do you identify as heterosexual?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,2,majority
delightful-emerald,0,False,False,not_discussed,False,15,Do you identify as heterosexual?,identity,4,opposing,0.5,False,3,unanimous,none,2,majority,none,3,unanimous,rapport_building,3,unanimous
delightful-emerald,1,False,False,unclear,False,30,Do you identify as heterosexual?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
delightful-emerald,2,True,True,disagreement,True,45,Do you identify as heterosexual?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
delightful-emerald,4,True,False,disagreement,False,75,Do you identify as heterosexual?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
delightful-emerald,5,True,False,disagreement,False,90,Do you identify as heterosexual?,identity,4,opposing,0.5,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,other,2,majority
delightful-emerald,6,True,False,disagreement,False,105,Do you identify as heterosexual?,identity,4,opposing,0.5,True,2,majority,different_topic,2,majority,shared_thoughts,2,majority,rapport_building,3,unanimous
delightful-emerald,8,True,False,disagreement,False,135,Do you identify as heterosexual?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
delightful-emerald,9,True,False,disagreement,False,150,Do you identify as heterosexual?,identity,4,opposing,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_beliefs,3,unanimous,stance_sharing,3,unanimous
delightful-emerald,10,True,False,disagreement,False,165,Do you identify as heterosexual?,identity,4,opposing,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_beliefs,2,majority,finding_commonality,3,unanimous
delightful-emerald,11,True,False,disagreement,False,180,Do you identify as heterosexual?,identity,4,opposing,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_beliefs,3,unanimous,finding_commonality,3,unanimous
delightful-emerald,12,True,False,disagreement,False,195,Do you identify as heterosexual?,identity,4,opposing,0.5,False,2,majority,rapport_only,2,majority,none,2,majority,rapport_building,3,unanimous
dependent-plum,0,False,False,not_discussed,False,15,Do you go out on weekdays?,arbitrary,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
dependent-plum,1,False,False,unclear,False,30,Do you go out on weekdays?,arbitrary,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
dependent-plum,3,True,True,disagreement,True,60,Do you go out on weekdays?,arbitrary,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
dependent-plum,4,True,False,disagreement,False,75,Do you go out on weekdays?,arbitrary,3,opposing,0.0,True,3,unanimous,related_subtopic,3,unanimous,shared_thoughts,3,unanimous,finding_commonality,3,unanimous
dependent-plum,5,True,False,disagreement,False,90,Do you go out on weekdays?,arbitrary,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
dependent-plum,6,True,False,disagreement,False,105,Do you go out on weekdays?,arbitrary,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
dependent-plum,7,True,False,disagreement,False,120,Do you go out on weekdays?,arbitrary,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
dependent-plum,8,True,False,disagreement,False,135,Do you go out on weekdays?,arbitrary,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
dependent-plum,10,True,False,disagreement,False,165,Do you go out on weekdays?,arbitrary,3,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
developing-apricot,1,False,False,not_discussed,False,30,Are you a parent or caregiver?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
developing-apricot,2,True,True,disagreement,True,45,Are you a parent or caregiver?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
developing-apricot,4,True,False,disagreement,False,75,Are you a parent or caregiver?,identity,4,opposing,0.5,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
developing-apricot,5,True,False,disagreement,False,90,Are you a parent or caregiver?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
developing-apricot,6,True,False,disagreement,False,105,Are you a parent or caregiver?,identity,4,opposing,0.5,False,2,majority,rapport_only,2,majority,none,2,majority,rapport_building,2,majority
developing-apricot,8,True,False,disagreement,False,135,Are you a parent or caregiver?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
developing-apricot,10,True,False,disagreement,False,165,Are you a parent or caregiver?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,2,majority
developing-apricot,11,True,False,disagreement,False,180,Are you a parent or caregiver?,identity,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,other,3,unanimous
devoted-maroon,1,False,False,unclear,False,30,Have you stayed in the same place for your entire life?,background,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
devoted-maroon,3,False,False,not_discussed,False,60,Have you stayed in the same place for your entire life?,background,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
devoted-maroon,5,True,True,agreement,False,90,Have you stayed in the same place for your entire life?,background,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
devoted-maroon,7,True,False,agreement,False,120,Have you stayed in the same place for your entire life?,background,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
devoted-maroon,9,True,False,agreement,False,150,Have you stayed in the same place for your entire life?,background,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
devoted-maroon,11,True,False,agreement,False,180,Have you stayed in the same place for your entire life?,background,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
difficult-purple,0,False,False,not_discussed,False,15,Do you affiliate with any political party?,politics,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
difficult-purple,1,False,False,not_discussed,False,30,Do you affiliate with any political party?,politics,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
difficult-purple,3,False,False,not_discussed,False,60,Do you affiliate with any political party?,politics,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
difficult-purple,4,True,True,disagreement,True,75,Do you affiliate with any political party?,politics,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
difficult-purple,6,True,False,disagreement,False,105,Do you affiliate with any political party?,politics,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
difficult-purple,9,True,False,disagreement,False,150,Do you affiliate with any political party?,politics,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
difficult-purple,11,True,False,disagreement,True,180,Do you affiliate with any political party?,politics,4,opposing,0.0,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,finding_commonality,3,unanimous
direct-ivory,0,False,False,not_discussed,False,15,Do you enjoy spending time with your family?,background,0,shared,1.0,False,3,unanimous,none,2,majority,none,3,unanimous,rapport_building,3,unanimous
direct-ivory,4,False,False,not_discussed,False,75,Do you enjoy spending time with your family?,background,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
direct-ivory,5,True,True,agreement,True,90,Do you enjoy spending time with your family?,background,0,shared,1.0,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,stance_sharing,3,unanimous
direct-ivory,7,True,False,agreement,False,120,Do you enjoy spending time with your family?,background,0,shared,1.0,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,exploring_nuance,3,unanimous
direct-ivory,8,True,False,agreement,False,135,Do you enjoy spending time with your family?,background,0,shared,1.0,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,exploring_nuance,3,unanimous
direct-ivory,9,True,False,agreement,False,150,Do you enjoy spending time with your family?,background,0,shared,1.0,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,exploring_nuance,3,unanimous
dirty-lime,1,False,False,unclear,False,30,Did you or your family immigrate to a new country?,background,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
dirty-lime,2,True,True,disagreement,True,45,Did you or your family immigrate to a new country?,background,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
dirty-lime,3,True,False,disagreement,False,60,Did you or your family immigrate to a new country?,background,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
dirty-lime,5,True,False,disagreement,False,90,Did you or your family immigrate to a new country?,background,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
dirty-lime,6,True,False,disagreement,False,105,Did you or your family immigrate to a new country?,background,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,finding_commonality,3,unanimous
dirty-lime,7,True,False,disagreement,False,120,Did you or your family immigrate to a new country?,background,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
dirty-lime,9,True,False,disagreement,False,150,Did you or your family immigrate to a new country?,background,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
dirty-lime,10,True,False,disagreement,False,165,Did you or your family immigrate to a new country?,background,4,opposing,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
disgusted-fuchsia,1,False,False,not_discussed,False,30,Are you affiliated with any organized religion?,religion,4,opposing,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
disgusted-fuchsia,2,False,False,unclear,False,45,Are you affiliated with any organized religion?,religion,4,opposing,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
disgusted-fuchsia,3,True,True,agreement,False,60,Are you affiliated with any organized religion?,religion,4,opposing,1.0,True,3,unanimous,same_values,3,unanimous,shared_beliefs,3,unanimous,stance_sharing,3,unanimous
disgusted-fuchsia,4,True,False,agreement,False,75,Are you affiliated with any organized religion?,religion,4,opposing,1.0,True,3,unanimous,same_values,3,unanimous,shared_beliefs,3,unanimous,finding_commonality,3,unanimous
disgusted-fuchsia,5,True,False,agreement,False,90,Are you affiliated with any organized religion?,religion,4,opposing,1.0,True,3,unanimous,same_values,3,unanimous,shared_thoughts,3,unanimous,finding_commonality,2,majority
disgusted-fuchsia,6,True,False,agreement,False,105,Are you affiliated with any organized religion?,religion,4,opposing,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
disgusted-fuchsia,10,True,False,agreement,False,165,Are you affiliated with any organized religion?,religion,4,opposing,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
disgusted-fuchsia,11,True,False,agreement,False,180,Are you affiliated with any organized religion?,religion,4,opposing,1.0,True,3,unanimous,related_subtopic,3,unanimous,shared_beliefs,2,majority,finding_commonality,2,majority
distinct-emerald,1,False,False,not_discussed,False,30,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
distinct-emerald,2,True,True,disagreement,True,45,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
distinct-emerald,3,True,False,disagreement,True,60,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
distinct-emerald,5,True,False,disagreement,False,90,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
distinct-emerald,6,True,False,disagreement,False,105,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,2,majority
distinct-emerald,7,True,False,disagreement,False,120,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,2,majority,none,3,unanimous,rapport_building,3,unanimous
distinct-emerald,9,True,False,disagreement,False,150,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
distinct-emerald,10,True,False,disagreement,True,165,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,2,majority
distinct-emerald,11,True,False,disagreement,False,180,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,rapport_only,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
distinct-moccasin,0,False,False,not_discussed,False,15,Do you create art?,preferences,1,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,rapport_building,3,unanimous
distinct-moccasin,1,False,False,not_discussed,False,30,Do you create art?,preferences,1,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
distinct-moccasin,3,False,False,not_discussed,False,60,Do you create art?,preferences,1,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
distinct-moccasin,4,False,False,not_discussed,False,75,Do you create art?,preferences,1,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
distinct-moccasin,6,False,False,not_discussed,False,105,Do you create art?,preferences,1,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
distinct-moccasin,7,True,True,agreement,False,120,Do you create art?,preferences,1,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
distinct-moccasin,9,True,False,agreement,False,150,Do you create art?,preferences,1,shared,1.0,False,3,unanimous,rapport_only,2,majority,none,3,unanimous,finding_commonality,2,majority
distinct-moccasin,11,True,False,agreement,False,180,Do you create art?,preferences,1,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
distinct-moccasin,12,True,False,agreement,False,195,Do you create art?,preferences,1,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
dramatic-amber,0,False,False,not_discussed,False,15,Are people innately good?,morality,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
dramatic-amber,1,True,True,agreement,True,30,Are people innately good?,morality,0,shared,0.5,True,3,unanimous,same_values,3,unanimous,shared_thoughts,2,majority,stance_sharing,3,unanimous
dramatic-amber,2,True,False,agreement,True,45,Are people innately good?,morality,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
dramatic-amber,3,True,False,agreement,True,60,Are people innately good?,morality,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,exploring_nuance,3,unanimous
dramatic-amber,4,True,False,agreement,True,75,Are people innately good?,morality,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,perspective_seeking,3,unanimous
dramatic-amber,5,True,False,agreement,False,90,Are people innately good?,morality,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,persuading,2,majority
dramatic-amber,6,True,False,disagreement,True,105,Are people innately good?,morality,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,persuading,3,unanimous
dramatic-amber,7,True,False,agreement,True,120,Are people innately good?,morality,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,persuading,2,majority
dramatic-amber,8,True,False,disagreement,True,135,Are people innately good?,morality,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
dramatic-amber,9,True,False,disagreement,True,150,Are people innately good?,morality,0,shared,0.5,True,3,unanimous,related_subtopic,3,unanimous,shared_beliefs,3,unanimous,persuading,3,unanimous
dramatic-amber,11,True,False,disagreement,True,180,Are people innately good?,morality,0,shared,0.5,False,3,unanimous,none,3,unanimous,none,3,unanimous,persuading,3,unanimous
dull-jade,2,False,False,not_discussed,False,45,Are you affiliated with any organized religion?,religion,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
dull-jade,3,True,True,agreement,False,60,Are you affiliated with any organized religion?,religion,0,shared,1.0,True,3,unanimous,same_values,3,unanimous,shared_beliefs,3,unanimous,stance_sharing,3,unanimous
dull-jade,11,True,False,agreement,False,180,Are you affiliated with any organized religion?,religion,0,shared,1.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,sharing_experience,3,unanimous
eager-aquamarine,0,False,False,not_discussed,False,15,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
eager-aquamarine,1,True,True,disagreement,True,30,Are you a parent or caregiver?,identity,4,opposing,0.0,False,3,unanimous,none,3,unanimous,none,3,unanimous,stance_sharing,3,unanimous
