pid,question,true_response,prob_correct,category,question_domain,matched_domain
6741b22f949e14eed87e8bca,6,2,0.1,different_domain,background,politics
6741b22f949e14eed87e8bca,7,1,0.05,different_domain,background,politics
6741b22f949e14eed87e8bca,8,5,0.15,different_domain,background,politics
6741b22f949e14eed87e8bca,9,4,0.2,different_domain,background,politics
6741b22f949e14eed87e8bca,10,4,0.2,different_domain,identity,politics
6741b22f949e14eed87e8bca,11,1,0.02,different_domain,identity,politics
6741b22f949e14eed87e8bca,12,5,0.8,different_domain,identity,politics
6741b22f949e14eed87e8bca,13,5,0.15,different_domain,identity,politics
6741b22f949e14eed87e8bca,14,2,0.1,different_domain,identity,politics
6741b22f949e14eed87e8bca,15,1,0.6,different_domain,morality,politics
6741b22f949e14eed87e8bca,16,2,0.3,different_domain,morality,politics
6741b22f949e14eed87e8bca,17,1,0.15,different_domain,morality,politics
6741b22f949e14eed87e8bca,18,4,0.1,different_domain,morality,politics
6741b22f949e14eed87e8bca,19,3,0.1,different_domain,morality,politics
6741b22f949e14eed87e8bca,20,4,0.0,same_domain,politics,politics
6741b22f949e14eed87e8bca,21,4,0.08,matched,politics,politics
6741b22f949e14eed87e8bca,22,4,0.25,same_domain,politics,politics
6741b22f949e14eed87e8bca,23,5,0.2,same_domain,politics,politics
6741b22f949e14eed87e8bca,24,4,0.2,same_domain,politics,politics
6741b22f949e14eed87e8bca,25,5,0.15,different_domain,preferences,politics
6741b22f949e14eed87e8bca,26,4,0.25,different_domain,preferences,politics
6741b22f949e14eed87e8bca,27,4,0.2,different_domain,preferences,politics
6741b22f949e14eed87e8bca,28,4,0.25,different_domain,preferences,politics
6741b22f949e14eed87e8bca,29,4,0.1,different_domain,preferences,politics
6741b22f949e14eed87e8bca,30,4,0.15,different_domain,religion,politics
6741b22f949e14eed87e8bca,31,4,0.25,different_domain,religion,politics
6741b22f949e14eed87e8bca,32,4,0.2,different_domain,religion,politics
6741b22f949e14eed87e8bca,33,4,0.25,different_domain,religion,politics
6741b22f949e14eed87e8bca,34,5,0.25,different_domain,religion,politics
65084a7ee95a6be9a789e832,1,3,0.2,matched,arbitrary,arbitrary
65084a7ee95a6be9a789e832,2,4,0.15,same_domain,arbitrary,arbitrary
65084a7ee95a6be9a789e832,3,5,0.1,same_domain,arbitrary,arbitrary
65084a7ee95a6be9a789e832,4,2,0.2,same_domain,arbitrary,arbitrary
65084a7ee95a6be9a789e832,5,4,0.15,different_domain,background,arbitrary
65084a7ee95a6be9a789e832,6,1,0.65,different_domain,background,arbitrary
65084a7ee95a6be9a789e832,7,1,0.05,different_domain,background,arbitrary
65084a7ee95a6be9a789e832,8,3,0.1,different_domain,background,arbitrary
65084a7ee95a6be9a789e832,9,5,0.2,different_domain,background,arbitrary
65084a7ee95a6be9a789e832,10,5,0.3,different_domain,identity,arbitrary
65084a7ee95a6be9a789e832,11,4,0.05,different_domain,identity,arbitrary
65084a7ee95a6be9a789e832,12,5,0.7,different_domain,identity,arbitrary
65084a7ee95a6be9a789e832,13,1,0.3,different_domain,identity,arbitrary
65084a7ee95a6be9a789e832,14,3,0.1,different_domain,identity,arbitrary
65084a7ee95a6be9a789e832,15,1,0.4,different_domain,morality,arbitrary
65084a7ee95a6be9a789e832,16,4,0.1,different_domain,morality,arbitrary
65084a7ee95a6be9a789e832,17,4,0.3,different_domain,morality,arbitrary
65084a7ee95a6be9a789e832,18,3,0.2,different_domain,morality,arbitrary
65084a7ee95a6be9a789e832,19,3,0.15,different_domain,morality,arbitrary
65084a7ee95a6be9a789e832,20,5,0.05,different_domain,politics,arbitrary
65084a7ee95a6be9a789e832,21,1,0.4,different_domain,politics,arbitrary
65084a7ee95a6be9a789e832,22,3,0.2,different_domain,politics,arbitrary
65084a7ee95a6be9a789e832,23,4,0.25,different_domain,politics,arbitrary
65084a7ee95a6be9a789e832,24,5,0.4,different_domain,politics,arbitrary
65084a7ee95a6be9a789e832,25,5,0.15,different_domain,preferences,arbitrary
65084a7ee95a6be9a789e832,26,5,0.15,different_domain,preferences,arbitrary
65084a7ee95a6be9a789e832,27,4,0.25,different_domain,preferences,arbitrary
65084a7ee95a6be9a789e832,28,4,0.3,different_domain,preferences,arbitrary
65084a7ee95a6be9a789e832,29,3,0.1,different_domain,preferences,arbitrary
65084a7ee95a6be9a789e832,30,2,0.15,different_domain,religion,arbitrary
65084a7ee95a6be9a789e832,31,1,0.3,different_domain,religion,arbitrary
65084a7ee95a6be9a789e832,32,1,0.4,different_domain,religion,arbitrary
65084a7ee95a6be9a789e832,33,1,0.25,different_domain,religion,arbitrary
65084a7ee95a6be9a789e832,34,2,0.15,different_domain,religion,arbitrary
65d3958a8a5c879c9f684b9d,1,3,0.2,different_domain,arbitrary,identity
65d3958a8a5c879c9f684b9d,2,4,0.2,different_domain,arbitrary,identity
65d3958a8a5c879c9f684b9d,3,4,0.3,different_domain,arbitrary,identity
65d3958a8a5c879c9f684b9d,4,4,0.3,different_domain,arbitrary,identity
65d3958a8a5c879c9f684b9d,5,2,0.3,different_domain,background,identity
65d3958a8a5c879c9f684b9d,6,1,0.7,different_domain,background,identity
65d3958a8a5c879c9f684b9d,7,4,0.4,different_domain,background,identity
65d3958a8a5c879c9f684b9d,8,4,0.3,different_domain,background,identity
65d3958a8a5c879c9f684b9d,9,5,0.2,different_domain,background,identity
65d3958a8a5c879c9f684b9d,10,1,0.0,same_domain,identity,identity
65d3958a8a5c879c9f684b9d,11,1,0.02,matched,identity,identity
65d3958a8a5c879c9f684b9d,12,5,0.6,same_domain,identity,identity
65d3958a8a5c879c9f684b9d,13,2,0.3,same_domain,identity,identity
65d3958a8a5c879c9f684b9d,14,2,0.2,same_domain,identity,identity
65d3958a8a5c879c9f684b9d,15,1,0.4,different_domain,morality,identity
65d3958a8a5c879c9f684b9d,16,5,0.0,different_domain,morality,identity
65d3958a8a5c879c9f684b9d,17,3,0.3,different_domain,morality,identity
65d3958a8a5c879c9f684b9d,18,4,0.1,different_domain,morality,identity
65d3958a8a5c879c9f684b9d,19,4,0.35,different_domain,morality,identity
65d3958a8a5c879c9f684b9d,20,5,0.05,different_domain,politics,identity
65d3958a8a5c879c9f684b9d,21,2,0.3,different_domain,politics,identity
65d3958a8a5c879c9f684b9d,22,2,0.15,different_domain,politics,identity
65d3958a8a5c879c9f684b9d,23,4,0.3,different_domain,politics,identity
65d3958a8a5c879c9f684b9d,24,4,0.2,different_domain,politics,identity
65d3958a8a5c879c9f684b9d,25,5,0.2,different_domain,preferences,identity
65d3958a8a5c879c9f684b9d,26,4,0.3,different_domain,preferences,identity
65d3958a8a5c879c9f684b9d,27,5,0.1,different_domain,preferences,identity
65d3958a8a5c879c9f684b9d,28,4,0.3,different_domain,preferences,identity
65d3958a8a5c879c9f684b9d,29,4,0.2,different_domain,preferences,identity
65d3958a8a5c879c9f684b9d,30,2,0.3,different_domain,religion,identity
65d3958a8a5c879c9f684b9d,31,1,0.2,different_domain,religion,identity
65d3958a8a5c879c9f684b9d,32,2,0.3,different_domain,religion,identity
65d3958a8a5c879c9f684b9d,33,1,0.2,different_domain,religion,identity
65d3958a8a5c879c9f684b9d,34,1,0.2,different_domain,religion,identity
65ddb17e60616cd36df81188,1,4,0.4,different_domain,arbitrary,preferences
65ddb17e60616cd36df81188,2,4,0.15,different_domain,arbitrary,preferences
65ddb17e60616cd36df81188,3,5,0.1,different_domain,arbitrary,preferences
65ddb17e60616cd36df81188,4,1,0.15,different_domain,arbitrary,preferences
65ddb17e60616cd36df81188,5,5,0.1,different_domain,background,preferences
65ddb17e60616cd36df81188,6,4,0.05,different_domain,background,preferences
65ddb17e60616cd36df81188,7,1,0.02,different_domain,background,preferences
65ddb17e60616cd36df81188,8,3,0.1,different_domain,background,preferences
65ddb17e60616cd36df81188,9,5,0.2,different_domain,background,preferences
65ddb17e60616cd36df81188,10,5,0.5,different_domain,identity,preferences
65ddb17e60616cd36df81188,11,1,0.01,different_domain,identity,preferences
65ddb17e60616cd36df81188,12,5,0.86,different_domain,identity,preferences
65ddb17e60616cd36df81188,13,5,0.1,different_domain,identity,preferences
65ddb17e60616cd36df81188,14,5,0.5,different_domain,identity,preferences
65ddb17e60616cd36df81188,15,1,0.35,different_domain,morality,preferences
65ddb17e60616cd36df81188,16,4,0.08,different_domain,morality,preferences
65ddb17e60616cd36df81188,17,4,0.45,different_domain,morality,preferences
65ddb17e60616cd36df81188,18,4,0.05,different_domain,morality,preferences
65ddb17e60616cd36df81188,19,3,0.15,different_domain,morality,preferences
65ddb17e60616cd36df81188,20,4,0.15,different_domain,politics,preferences
65ddb17e60616cd36df81188,21,1,0.3,different_domain,politics,preferences
65ddb17e60616cd36df81188,22,3,0.2,different_domain,politics,preferences
65ddb17e60616cd36df81188,23,3,0.25,different_domain,politics,preferences
65ddb17e60616cd36df81188,24,4,0.25,different_domain,politics,preferences
65ddb17e60616cd36df81188,25,5,0.2,same_domain,preferences,preferences
65ddb17e60616cd36df81188,26,5,0.2,same_domain,preferences,preferences
65ddb17e60616cd36df81188,27,2,1.0,same_domain,preferences,preferences
65ddb17e60616cd36df81188,28,2,0.15,matched,preferences,preferences
65ddb17e60616cd36df81188,29,4,0.15,same_domain,preferences,preferences
65ddb17e60616cd36df81188,30,5,0.15,different_domain,religion,preferences
65ddb17e60616cd36df81188,31,1,0.2,different_domain,religion,preferences
65ddb17e60616cd36df81188,32,4,0.2,different_domain,religion,preferences
65ddb17e60616cd36df81188,33,2,0.1,different_domain,religion,preferences
65ddb17e60616cd36df81188,34,4,0.2,different_domain,religion,preferences
5c31f92c23f1c60001a6a3e8,1,4,0.4,different_domain,arbitrary,religion
5c31f92c23f1c60001a6a3e8,2,4,0.2,different_domain,arbitrary,religion
5c31f92c23f1c60001a6a3e8,3,1,0.1,different_domain,arbitrary,religion
5c31f92c23f1c60001a6a3e8,4,4,0.3,different_domain,arbitrary,religion
5c31f92c23f1c60001a6a3e8,5,2,0.25,different_domain,background,religion
5c31f92c23f1c60001a6a3e8,6,5,0.05,different_domain,background,religion
5c31f92c23f1c60001a6a3e8,7,5,0.5,different_domain,background,religion
5c31f92c23f1c60001a6a3e8,8,4,0.25,different_domain,background,religion
5c31f92c23f1c60001a6a3e8,9,1,0.2,different_domain,background,religion
5c31f92c23f1c60001a6a3e8,10,2,0.1,different_domain,identity,religion
5c31f92c23f1c60001a6a3e8,11,1,0.01,different_domain,identity,religion
5c31f92c23f1c60001a6a3e8,12,1,0.02,different_domain,identity,religion
5c31f92c23f1c60001a6a3e8,13,1,0.4,different_domain,identity,religion
5c31f92c23f1c60001a6a3e8,14,4,0.25,different_domain,identity,religion
5c31f92c23f1c60001a6a3e8,15,1,0.65,different_domain,morality,religion
5c31f92c23f1c60001a6a3e8,16,5,0.05,different_domain,morality,religion
5c31f92c23f1c60001a6a3e8,17,3,0.3,different_domain,morality,religion
5c31f92c23f1c60001a6a3e8,18,3,0.15,different_domain,morality,religion
5c31f92c23f1c60001a6a3e8,19,3,0.1,different_domain,morality,religion
5c31f92c23f1c60001a6a3e8,20,3,0.3,different_domain,politics,religion
5c31f92c23f1c60001a6a3e8,21,1,0.25,different_domain,politics,religion
5c31f92c23f1c60001a6a3e8,22,1,0.1,different_domain,politics,religion
5c31f92c23f1c60001a6a3e8,23,1,0.05,different_domain,politics,religion
5c31f92c23f1c60001a6a3e8,24,4,0.2,different_domain,politics,religion
5c31f92c23f1c60001a6a3e8,25,5,0.15,different_domain,preferences,religion
5c31f92c23f1c60001a6a3e8,26,4,0.3,different_domain,preferences,religion
5c31f92c23f1c60001a6a3e8,27,5,0.15,different_domain,preferences,religion
5c31f92c23f1c60001a6a3e8,28,5,0.2,different_domain,preferences,religion
5c31f92c23f1c60001a6a3e8,29,5,0.1,different_domain,preferences,religion
5c31f92c23f1c60001a6a3e8,30,3,0.0,same_domain,religion,religion
5c31f92c23f1c60001a6a3e8,31,1,0.01,matched,religion,religion
5c31f92c23f1c60001a6a3e8,32,2,0.01,same_domain,religion,religion
5c31f92c23f1c60001a6a3e8,33,1,0.0,same_domain,religion,religion
5c31f92c23f1c60001a6a3e8,34,3,0.1,same_domain,religion,religion
656130263399ad94b5b84fd2,1,4,0.4,different_domain,arbitrary,background
656130263399ad94b5b84fd2,2,2,0.25,different_domain,arbitrary,background
656130263399ad94b5b84fd2,3,1,0.2,different_domain,arbitrary,background
656130263399ad94b5b84fd2,4,1,0.1,different_domain,arbitrary,background
656130263399ad94b5b84fd2,5,2,0.2,same_domain,background,background
656130263399ad94b5b84fd2,6,2,0.0,same_domain,background,background
656130263399ad94b5b84fd2,7,1,0.05,matched,background,background
656130263399ad94b5b84fd2,8,4,0.25,same_domain,background,background
656130263399ad94b5b84fd2,9,5,0.2,same_domain,background,background
656130263399ad94b5b84fd2,10,2,0.1,different_domain,identity,background
656130263399ad94b5b84fd2,11,1,0.05,different_domain,identity,background
656130263399ad94b5b84fd2,12,5,0.6,different_domain,identity,background
656130263399ad94b5b84fd2,13,5,0.2,different_domain,identity,background
656130263399ad94b5b84fd2,14,4,0.2,different_domain,identity,background
656130263399ad94b5b84fd2,15,1,0.4,different_domain,morality,background
656130263399ad94b5b84fd2,16,2,0.35,different_domain,morality,background
656130263399ad94b5b84fd2,17,1,0.1,different_domain,morality,background
656130263399ad94b5b84fd2,18,2,0.25,different_domain,morality,background
656130263399ad94b5b84fd2,19,2,0.1,different_domain,morality,background
656130263399ad94b5b84fd2,20,4,0.15,different_domain,politics,background
656130263399ad94b5b84fd2,21,1,0.3,different_domain,politics,background
656130263399ad94b5b84fd2,22,3,0.25,different_domain,politics,background
656130263399ad94b5b84fd2,23,5,0.2,different_domain,politics,background
656130263399ad94b5b84fd2,24,4,0.2,different_domain,politics,background
656130263399ad94b5b84fd2,25,5,0.15,different_domain,preferences,background
656130263399ad94b5b84fd2,26,4,0.25,different_domain,preferences,background
656130263399ad94b5b84fd2,27,2,0.2,different_domain,preferences,background
656130263399ad94b5b84fd2,28,3,0.2,different_domain,preferences,background
656130263399ad94b5b84fd2,29,3,0.15,different_domain,preferences,background
656130263399ad94b5b84fd2,30,2,0.2,different_domain,religion,background
656130263399ad94b5b84fd2,31,1,0.15,different_domain,religion,background
656130263399ad94b5b84fd2,32,1,0.3,different_domain,religion,background
656130263399ad94b5b84fd2,33,1,0.15,different_domain,religion,background
656130263399ad94b5b84fd2,34,1,0.2,different_domain,religion,background
660ba1a71852af4fb125f02d,1,5,0.2,different_domain,arbitrary,morality
660ba1a71852af4fb125f02d,2,4,0.2,different_domain,arbitrary,morality
660ba1a71852af4fb125f02d,3,5,0.1,different_domain,arbitrary,morality
660ba1a71852af4fb125f02d,4,4,0.2,different_domain,arbitrary,morality
660ba1a71852af4fb125f02d,5,5,0.1,different_domain,background,morality
660ba1a71852af4fb125f02d,6,2,0.1,different_domain,background,morality
660ba1a71852af4fb125f02d,7,1,0.1,different_domain,background,morality
660ba1a71852af4fb125f02d,8,4,0.3,different_domain,background,morality
660ba1a71852af4fb125f02d,9,5,0.1,different_domain,background,morality
660ba1a71852af4fb125f02d,10,4,0.2,different_domain,identity,morality
660ba1a71852af4fb125f02d,11,1,0.05,different_domain,identity,morality
660ba1a71852af4fb125f02d,12,5,0.6,different_domain,identity,morality
660ba1a71852af4fb125f02d,13,5,0.1,different_domain,identity,morality
660ba1a71852af4fb125f02d,14,2,0.1,different_domain,identity,morality
660ba1a71852af4fb125f02d,15,1,0.05,same_domain,morality,morality
660ba1a71852af4fb125f02d,16,3,0.2,same_domain,morality,morality
660ba1a71852af4fb125f02d,17,3,0.3,same_domain,morality,morality
660ba1a71852af4fb125f02d,18,4,0.0,same_domain,morality,morality
660ba1a71852af4fb125f02d,19,3,0.25,matched,morality,morality
660ba1a71852af4fb125f02d,20,3,0.2,different_domain,politics,morality
660ba1a71852af4fb125f02d,21,2,0.3,different_domain,politics,morality
660ba1a71852af4fb125f02d,22,2,0.2,different_domain,politics,morality
660ba1a71852af4fb125f02d,23,4,0.1,different_domain,politics,morality
660ba1a71852af4fb125f02d,24,2,0.05,different_domain,politics,morality
660ba1a71852af4fb125f02d,25,5,0.4,different_domain,preferences,morality
660ba1a71852af4fb125f02d,26,4,0.3,different_domain,preferences,morality
660ba1a71852af4fb125f02d,27,5,0.1,different_domain,preferences,morality
660ba1a71852af4fb125f02d,28,4,0.3,different_domain,preferences,morality
660ba1a71852af4fb125f02d,29,4,0.2,different_domain,preferences,morality
660ba1a71852af4fb125f02d,30,2,0.2,different_domain,religion,morality
660ba1a71852af4fb125f02d,31,1,0.3,different_domain,religion,morality
660ba1a71852af4fb125f02d,32,4,0.1,different_domain,religion,morality
660ba1a71852af4fb125f02d,33,1,0.4,different_domain,religion,morality
660ba1a71852af4fb125f02d,34,3,0.2,different_domain,religion,morality
60e5868307d715a4d1445116,1,5,0.3,different_domain,arbitrary,preferences
60e5868307d715a4d1445116,2,4,0.25,different_domain,arbitrary,preferences
60e5868307d715a4d1445116,3,4,0.35,different_domain,arbitrary,preferences
60e5868307d715a4d1445116,4,4,0.35,different_domain,arbitrary,preferences
60e5868307d715a4d1445116,5,2,0.3,different_domain,background,preferences
60e5868307d715a4d1445116,6,1,0.7,different_domain,background,preferences
60e5868307d715a4d1445116,7,1,0.05,different_domain,background,preferences
60e5868307d715a4d1445116,8,5,0.3,different_domain,background,preferences
60e5868307d715a4d1445116,9,5,0.2,different_domain,background,preferences
60e5868307d715a4d1445116,10,4,0.2,different_domain,identity,preferences
60e5868307d715a4d1445116,11,1,0.02,different_domain,identity,preferences
60e5868307d715a4d1445116,12,5,0.5,different_domain,identity,preferences
60e5868307d715a4d1445116,13,5,0.15,different_domain,identity,preferences
60e5868307d715a4d1445116,14,4,0.3,different_domain,identity,preferences
60e5868307d715a4d1445116,15,1,0.4,different_domain,morality,preferences
60e5868307d715a4d1445116,16,5,0.05,different_domain,morality,preferences
60e5868307d715a4d1445116,17,4,0.35,different_domain,morality,preferences
60e5868307d715a4d1445116,18,5,0.05,different_domain,morality,preferences
60e5868307d715a4d1445116,19,1,0.1,different_domain,morality,preferences
60e5868307d715a4d1445116,20,5,0.05,different_domain,politics,preferences
60e5868307d715a4d1445116,21,2,0.3,different_domain,politics,preferences
60e5868307d715a4d1445116,22,4,0.3,different_domain,politics,preferences
60e5868307d715a4d1445116,23,2,0.15,different_domain,politics,preferences
60e5868307d715a4d1445116,24,3,0.1,different_domain,politics,preferences
60e5868307d715a4d1445116,25,5,1.0,same_domain,preferences,preferences
60e5868307d715a4d1445116,26,3,0.15,matched,preferences,preferences
60e5868307d715a4d1445116,27,5,0.1,same_domain,preferences,preferences
60e5868307d715a4d1445116,28,2,0.1,same_domain,preferences,preferences
60e5868307d715a4d1445116,29,5,0.2,same_domain,preferences,preferences
60e5868307d715a4d1445116,30,4,0.1,different_domain,religion,preferences
60e5868307d715a4d1445116,31,1,0.2,different_domain,religion,preferences
60e5868307d715a4d1445116,32,5,0.1,different_domain,religion,preferences
60e5868307d715a4d1445116,33,1,0.25,different_domain,religion,preferences
60e5868307d715a4d1445116,34,5,0.1,different_domain,religion,preferences
659fff4087038351f6e42a45,1,3,0.2,different_domain,arbitrary,preferences
659fff4087038351f6e42a45,2,4,0.15,different_domain,arbitrary,preferences
659fff4087038351f6e42a45,3,4,0.15,different_domain,arbitrary,preferences
659fff4087038351f6e42a45,4,5,0.3,different_domain,arbitrary,preferences
659fff4087038351f6e42a45,5,5,0.05,different_domain,background,preferences
659fff4087038351f6e42a45,6,1,0.7,different_domain,background,preferences
659fff4087038351f6e42a45,7,1,0.05,different_domain,background,preferences
659fff4087038351f6e42a45,8,4,0.25,different_domain,background,preferences
659fff4087038351f6e42a45,9,5,0.2,different_domain,background,preferences
659fff4087038351f6e42a45,10,2,0.15,different_domain,identity,preferences
659fff4087038351f6e42a45,11,1,0.01,different_domain,identity,preferences
659fff4087038351f6e42a45,12,5,0.8,different_domain,identity,preferences
659fff4087038351f6e42a45,13,5,0.05,different_domain,identity,preferences
659fff4087038351f6e42a45,14,2,0.1,different_domain,identity,preferences
659fff4087038351f6e42a45,15,1,0.45,different_domain,morality,preferences
659fff4087038351f6e42a45,16,3,0.2,different_domain,morality,preferences
659fff4087038351f6e42a45,17,3,0.25,different_domain,morality,preferences
659fff4087038351f6e42a45,18,3,0.15,different_domain,morality,preferences
659fff4087038351f6e42a45,19,2,0.1,different_domain,morality,preferences
659fff4087038351f6e42a45,20,4,0.1,different_domain,politics,preferences
659fff4087038351f6e42a45,21,1,0.3,different_domain,politics,preferences
659fff4087038351f6e42a45,22,3,0.35,different_domain,politics,preferences
659fff4087038351f6e42a45,23,5,0.1,different_domain,politics,preferences
659fff4087038351f6e42a45,24,3,0.15,different_domain,politics,preferences
659fff4087038351f6e42a45,25,5,0.1,same_domain,preferences,preferences
659fff4087038351f6e42a45,26,4,0.0,same_domain,preferences,preferences
659fff4087038351f6e42a45,27,4,0.25,matched,preferences,preferences
659fff4087038351f6e42a45,28,4,0.25,same_domain,preferences,preferences
659fff4087038351f6e42a45,29,2,0.25,same_domain,preferences,preferences
659fff4087038351f6e42a45,30,4,0.1,different_domain,religion,preferences
659fff4087038351f6e42a45,31,1,0.2,different_domain,religion,preferences
659fff4087038351f6e42a45,32,5,0.1,different_domain,religion,preferences
659fff4087038351f6e42a45,33,1,0.15,different_domain,religion,preferences
659fff4087038351f6e42a45,34,4,0.2,different_domain,religion,preferences
65d594b4198b2fcc568946bd,1,2,0.25,matched,arbitrary,arbitrary
65d594b4198b2fcc568946bd,2,4,0.15,same_domain,arbitrary,arbitrary
65d594b4198b2fcc568946bd,3,1,0.2,same_domain,arbitrary,arbitrary
65d594b4198b2fcc568946bd,4,5,0.25,same_domain,arbitrary,arbitrary
65d594b4198b2fcc568946bd,5,4,0.15,different_domain,background,arbitrary
65d594b4198b2fcc568946bd,6,5,0.05,different_domain,background,arbitrary
65d594b4198b2fcc568946bd,7,5,0.4,different_domain,background,arbitrary
65d594b4198b2fcc568946bd,8,2,0.2,different_domain,background,arbitrary
65d594b4198b2fcc568946bd,9,5,0.1,different_domain,background,arbitrary
65d594b4198b2fcc568946bd,10,4,0.2,different_domain,identity,arbitrary
65d594b4198b2fcc568946bd,11,4,0.15,different_domain,identity,arbitrary
65d594b4198b2fcc568946bd,12,5,0.7,different_domain,identity,arbitrary
65d594b4198b2fcc568946bd,13,1,0.3,different_domain,identity,arbitrary
65d594b4198b2fcc568946bd,14,1,0.2,different_domain,identity,arbitrary
65d594b4198b2fcc568946bd,15,5,0.05,different_domain,morality,arbitrary
65d594b4198b2fcc568946bd,16,4,0.03,different_domain,morality,arbitrary
65d594b4198b2fcc568946bd,17,2,0.15,different_domain,morality,arbitrary
65d594b4198b2fcc568946bd,18,4,0.05,different_domain,morality,arbitrary
65d594b4198b2fcc568946bd,19,4,0.35,different_domain,morality,arbitrary
65d594b4198b2fcc568946bd,20,2,0.25,different_domain,politics,arbitrary
65d594b4198b2fcc568946bd,21,1,0.35,different_domain,politics,arbitrary
65d594b4198b2fcc568946bd,22,4,0.25,different_domain,politics,arbitrary
65d594b4198b2fcc568946bd,23,4,0.25,different_domain,politics,arbitrary
65d594b4198b2fcc568946bd,24,2,0.1,different_domain,politics,arbitrary
65d594b4198b2fcc568946bd,25,4,0.3,different_domain,preferences,arbitrary
65d594b4198b2fcc568946bd,26,2,0.2,different_domain,preferences,arbitrary
65d594b4198b2fcc568946bd,27,1,0.1,different_domain,preferences,arbitrary
65d594b4198b2fcc568946bd,28,5,0.2,different_domain,preferences,arbitrary
65d594b4198b2fcc568946bd,29,4,0.15,different_domain,preferences,arbitrary
65d594b4198b2fcc568946bd,30,4,0.15,different_domain,religion,arbitrary
65d594b4198b2fcc568946bd,31,2,0.15,different_domain,religion,arbitrary
65d594b4198b2fcc568946bd,32,2,0.2,different_domain,religion,arbitrary
65d594b4198b2fcc568946bd,33,2,0.1,different_domain,religion,arbitrary
65d594b4198b2fcc568946bd,34,1,0.25,different_domain,religion,arbitrary
65e207f52aa80c2ecbb55ddd,1,5,0.3,different_domain,arbitrary,religion
65e207f52aa80c2ecbb55ddd,2,2,0.2,different_domain,arbitrary,religion
65e207f52aa80c2ecbb55ddd,3,3,0.2,different_domain,arbitrary,religion
65e207f52aa80c2ecbb55ddd,4,5,0.35,different_domain,arbitrary,religion
65e207f52aa80c2ecbb55ddd,5,5,0.2,different_domain,background,religion
65e207f52aa80c2ecbb55ddd,6,1,0.7,different_domain,background,religion
65e207f52aa80c2ecbb55ddd,7,1,0.02,different_domain,background,religion
65e207f52aa80c2ecbb55ddd,8,4,0.15,different_domain,background,religion
65e207f52aa80c2ecbb55ddd,9,5,0.1,different_domain,background,religion
65e207f52aa80c2ecbb55ddd,10,4,0.25,different_domain,identity,religion
65e207f52aa80c2ecbb55ddd,11,1,0.01,different_domain,identity,religion
65e207f52aa80c2ecbb55ddd,12,5,0.8,different_domain,identity,religion
65e207f52aa80c2ecbb55ddd,13,5,0.1,different_domain,identity,religion
65e207f52aa80c2ecbb55ddd,14,3,0.1,different_domain,identity,religion
65e207f52aa80c2ecbb55ddd,15,1,0.45,different_domain,morality,religion
65e207f52aa80c2ecbb55ddd,16,4,0.05,different_domain,morality,religion
65e207f52aa80c2ecbb55ddd,17,2,0.2,different_domain,morality,religion
65e207f52aa80c2ecbb55ddd,18,4,0.05,different_domain,morality,religion
65e207f52aa80c2ecbb55ddd,19,2,0.05,different_domain,morality,religion
65e207f52aa80c2ecbb55ddd,20,2,0.25,different_domain,politics,religion
65e207f52aa80c2ecbb55ddd,21,1,0.3,different_domain,politics,religion
65e207f52aa80c2ecbb55ddd,22,4,0.3,different_domain,politics,religion
65e207f52aa80c2ecbb55ddd,23,2,0.1,different_domain,politics,religion
65e207f52aa80c2ecbb55ddd,24,3,0.1,different_domain,politics,religion
65e207f52aa80c2ecbb55ddd,25,5,0.2,different_domain,preferences,religion
65e207f52aa80c2ecbb55ddd,26,5,0.2,different_domain,preferences,religion
65e207f52aa80c2ecbb55ddd,27,5,0.1,different_domain,preferences,religion
65e207f52aa80c2ecbb55ddd,28,4,0.3,different_domain,preferences,religion
65e207f52aa80c2ecbb55ddd,29,5,0.2,different_domain,preferences,religion
65e207f52aa80c2ecbb55ddd,30,2,0.1,same_domain,religion,religion
65e207f52aa80c2ecbb55ddd,31,1,0.01,same_domain,religion,religion
65e207f52aa80c2ecbb55ddd,32,1,0.1,same_domain,religion,religion
65e207f52aa80c2ecbb55ddd,33,1,0.0,same_domain,religion,religion
65e207f52aa80c2ecbb55ddd,34,1,0.02,matched,religion,religion
5ec5a64c306f255ec98d5cc1,1,3,0.25,different_domain,arbitrary,identity
5ec5a64c306f255ec98d5cc1,2,4,0.2,different_domain,arbitrary,identity
5ec5a64c306f255ec98d5cc1,3,4,0.1,different_domain,arbitrary,identity
5ec5a64c306f255ec98d5cc1,4,4,0.3,different_domain,arbitrary,identity
5ec5a64c306f255ec98d5cc1,5,5,0.15,different_domain,background,identity
5ec5a64c306f255ec98d5cc1,6,5,0.05,different_domain,background,identity
5ec5a64c306f255ec98d5cc1,7,2,0.03,different_domain,background,identity
5ec5a64c306f255ec98d5cc1,8,5,0.15,different_domain,background,identity
5ec5a64c306f255ec98d5cc1,9,5,0.2,different_domain,background,identity
5ec5a64c306f255ec98d5cc1,10,2,0.0,same_domain,identity,identity
5ec5a64c306f255ec98d5cc1,11,5,0.75,matched,identity,identity
5ec5a64c306f255ec98d5cc1,12,5,0.6,same_domain,identity,identity
5ec5a64c306f255ec98d5cc1,13,5,0.05,same_domain,identity,identity
5ec5a64c306f255ec98d5cc1,14,2,0.05,same_domain,identity,identity
5ec5a64c306f255ec98d5cc1,15,5,0.05,different_domain,morality,identity
5ec5a64c306f255ec98d5cc1,16,4,0.05,different_domain,morality,identity
